pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
5811	A man is shooting with a bow	A man is rowing a boat	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is shooting off a gun	SEMEVAL	SEMEVAL	TRAIN
5812	A man is shooting with a gun	A man is rowing a canoe	NEUTRAL	1.8	A_neutral_B	B_neutral_A	a man is shooting off a gun	a man is rowing a boat	SEMEVAL	SEMEVAL	TRAIN
5813	A man is shooting with a gun	A woman is rowing a boat	NEUTRAL	1	A_neutral_B	B_neutral_A	a man is shooting off a gun	a man is rowing a boat	SEMEVAL	SEMEVAL	TRAIN
5814	A man is rowing a boat	A man is shooting with a gun	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a man is rowing a boat	a man is shooting off a gun	SEMEVAL	SEMEVAL	TEST
5815	A woman is cutting a tomato	A woman is slicing a tomato	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is cutting a tomatoe	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5816	A man is cutting a tomato	A woman is cutting a tomato	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5817	A woman is dancing near a fire	A woman is dancing near a fireplace	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a woman is dancing near a fire	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TEST
5818	A woman is dancing near a fire	There is no woman dancing near a fire	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	a woman is dancing near a fire	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TEST
5819	A woman is cutting a tomato	A woman is dancing near a fireplace	NEUTRAL	1.4	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TRAIN
5820	There is no woman dancing near a fire	A woman is cutting a tomato	NEUTRAL	1.3	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TRAIN
5821	A woman is slicing a tomato	A woman is dancing near a fire	NEUTRAL	1.1	A_neutral_B	B_neutral_A	a woman is dancing near a fire	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5822	A man is cutting a tomato	A woman is dancing near a fire	NEUTRAL	1.1	A_neutral_B	B_neutral_A	a woman is dancing near a fire	a woman is cutting a tomatoe	SEMEVAL	SEMEVAL	TRAIN
5823	A woman is cutting a tomato	A woman is dancing near a fire	NEUTRAL	1.5	A_neutral_B	B_neutral_A	a woman is cutting a tomatoe	a woman is dancing near a fire	SEMEVAL	SEMEVAL	TRAIN
5824	A guitar is being played by a girl	A girl is playing a guitar	ENTAILMENT	4.8	A_entails_B	B_entails_A	a girl is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5825	A girl is playing a guitar	A boy is playing a guitar	NEUTRAL	4	A_neutral_B	B_neutral_A	a girl is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5828	A guitar is being played by a man	A girl is playing a guitar	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a girl is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5829	A girl is playing a guitar	A man is not playing a guitar	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a man is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
5830	A guitar is being played by a girl	A man is playing a guitar	NEUTRAL	3.1	A_neutral_B	B_neutral_A	a man is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TEST
5831	A man is playing a guitar	A boy is playing a guitar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a man is playing a guitar	a girl is playing a guitar	SEMEVAL	SEMEVAL	TEST
5832	A man is playing a guitar	A girl is playing a guitar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	a girl is playing a guitar	a man is playing a guitar	SEMEVAL	SEMEVAL	TEST
5833	A man is diving off a rock	A man is diving off a cliff	NEUTRAL	3.8	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man dives off of a cliff	SEMEVAL	SEMEVAL	TEST
5834	A man is diving off a cliff	There is no man diving off a cliff	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a man dives off of a cliff	a man dives off of a cliff	SEMEVAL	SEMEVAL	TRAIN
5835	A man is riding a motorcycle	A motorcycle is being ridden by a man	ENTAILMENT	5	A_entails_B	B_entails_A	a man is riding a motorcycle	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN
5837	A motorcycle is being ridden by a man	A man is diving off a cliff	NEUTRAL	1.3	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TEST
5838	A man is diving off a cliff	There is no man riding a motorcycle	NEUTRAL	1.9	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TEST
5839	A man is riding a motorcycle	A man is diving off a rock	NEUTRAL	1.4	A_neutral_B	B_neutral_A	a man is riding a motorcycle	a man dives off of a cliff	SEMEVAL	SEMEVAL	TRAIN
5840	A man is riding a motorcycle	There is no man diving off a cliff	NEUTRAL	1.6	A_neutral_B	B_neutral_A	a man is riding a motorcycle	a man dives off of a cliff	SEMEVAL	SEMEVAL	TEST
5841	A man is diving off a cliff	A man is riding a motorcycle	NEUTRAL	1.7	A_neutral_B	B_neutral_A	a man dives off of a cliff	a man is riding a motorcycle	SEMEVAL	SEMEVAL	TRAIN
5842	The man is playing the guitar	The man is playing the instrument	ENTAILMENT	4.4	A_entails_B	B_entails_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN
5843	The woman is playing the guitar	The man is playing the guitar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST
5844	The man is playing the guitar	The person is playing the guitar	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TEST
5845	There is no man playing the guitar	The man is playing the guitar	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	the man played his guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN
5847	The man is playing the guitar	There is no man playing the guitar	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	the man is playing the guitar	the man played his guitar	SEMEVAL	SEMEVAL	TRAIN
5849	The man is playing the guitar	The woman is playing the guitar	NEUTRAL	3.8	A_neutral_B	B_neutral_A	the man played his guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST
5851	A woman is boiling noodles in water	Noodles are being boiled in water by a woman	ENTAILMENT	4.8	A_entails_B	B_entails_A	a woman is boiling noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
5852	A woman is boiling noodles in water	A man is boiling noodles in water	NEUTRAL	4	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
5853	Someone is stirring noodles in the water	Someone is stirring food in the water	ENTAILMENT	4.5	A_entails_B	B_neutral_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN
5854	Someone is stirring noodles in the water	Nobody is stirring noodles in the water	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	someone is sitring noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TEST
5855	A woman is boiling noodles in water	Someone is stirring food in the water	ENTAILMENT	3.6	A_entails_B	B_neutral_A	a woman is boiling noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN
5856	A woman is boiling noodles in water	Nobody is stirring noodles in the water	NEUTRAL	3.4	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TEST
5857	Someone is stirring noodles in the water	Noodles are being boiled in water by a woman	NEUTRAL	4	A_neutral_B	B_neutral_A	someone is sitring noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TRAIN
5858	Someone is stirring noodles in the water	A man is boiling noodles in water	NEUTRAL	4	A_neutral_B	B_neutral_A	someone is sitring noodles in water	a woman is boiling noodles in water	SEMEVAL	SEMEVAL	TEST
5859	A woman is boiling noodles in water	Someone is stirring noodles in the water	NEUTRAL	4.2	A_neutral_B	B_neutral_A	a woman is boiling noodles in water	someone is sitring noodles in water	SEMEVAL	SEMEVAL	TRAIN
5860	The women are singing and dancing	The persons are singing and dancing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the women are singing and dancing	the women are singing and dancing	SEMEVAL	SEMEVAL	TRAIN
5861	The women are not singing and dancing	The women are singing and dancing	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	the women are singing and dancing	the women are singing and dancing	SEMEVAL	SEMEVAL	TRAIN
5862	Two women are dancing and singing in front of a crowd	Two women are dancing and singing in front of many people	ENTAILMENT	4.7	A_entails_B	B_entails_A	two women are dancing and singing in front of a crowd	two women are dancing and singing in front of a crowd	SEMEVAL	SEMEVAL	TEST
5863	Two women are dancing and singing in front of a crowd	Two men are dancing and singing in front of a crowd	NEUTRAL	4.1	A_neutral_B	B_neutral_A	two women are dancing and singing in front of a crowd	two women are dancing and singing in front of a crowd	SEMEVAL	SEMEVAL	TEST
5864	Two women are dancing and singing in front of many people	The women are singing and dancing	ENTAILMENT	4.5	A_entails_B	B_neutral_A	the women are singing and dancing	two women are dancing and singing in front of a crowd	SEMEVAL	SEMEVAL	TRAIN
5865	Two men are dancing and singing in front of a crowd	The women are singing and dancing	NEUTRAL	3.1	A_neutral_B	B_neutral_A	the women are singing and dancing	two women are dancing and singing in front of a crowd	SEMEVAL	SEMEVAL	TRAIN
5866	Two women are dancing and singing in front of a crowd	The persons are singing and dancing	ENTAILMENT	4.4	A_entails_B	B_neutral_A	two women are dancing and singing in front of a crowd	the women are singing and dancing	SEMEVAL	SEMEVAL	TEST
5867	The women are not singing and dancing	Two women are dancing and singing in front of a crowd	NEUTRAL	3.6	A_neutral_B	B_contradicts_A	two women are dancing and singing in front of a crowd	the women are singing and dancing	SEMEVAL	SEMEVAL	TRAIN
5868	Two women are dancing and singing in front of a crowd	The women are singing and dancing	ENTAILMENT	4.4	A_entails_B	B_neutral_A	the women are singing and dancing	two women are dancing and singing in front of a crowd	SEMEVAL	SEMEVAL	TEST
5869	A lemur is biting a person's finger	An animal is biting a person's finger	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a slow loris is biting a persons finger	a slow loris is biting a persons finger	SEMEVAL	SEMEVAL	TEST
5870	A lemur is licking a person's finger	A lemur is biting a person's finger	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a slow loris is biting a persons finger	a slow loris is biting a persons finger	SEMEVAL	SEMEVAL	TEST
5871	An animal is biting someone's finger	An animal is biting somebody's hand	ENTAILMENT	4.5	A_entails_B	B_neutral_A	an animal is biting a persons finger	an animal is biting a persons finger	SEMEVAL	SEMEVAL	TEST
5873	A lemur is biting a person's finger	An animal is biting somebody's hand	NEUTRAL	4.4	A_neutral_B	B_neutral_A	a slow loris is biting a persons finger	an animal is biting a persons finger	SEMEVAL	SEMEVAL	TEST
5875	An animal is biting a person's finger	An animal is biting someone's finger	ENTAILMENT	5	A_entails_B	B_entails_A	an animal is biting a persons finger	a slow loris is biting a persons finger	SEMEVAL	SEMEVAL	TRAIN
5876	A lemur is licking a person's finger	An animal is biting someone's finger	NEUTRAL	3.3	A_contradicts_B	B_neutral_A	a slow loris is biting a persons finger	an animal is biting a persons finger	SEMEVAL	SEMEVAL	TRAIN
5877	A lemur is biting a person's finger	An animal is biting someone's finger	ENTAILMENT	4.7	A_entails_B	B_neutral_A	a slow loris is biting a persons finger	an animal is biting a persons finger	SEMEVAL	SEMEVAL	TEST
5878	A boy is skateboarding on a half pipe	A man is skateboarding on a half pipe	NEUTRAL	3.9	A_neutral_B	B_neutral_A	a man skateboards on a half pipe	a man skateboards on a half pipe	SEMEVAL	SEMEVAL	TEST
5879	A man is skateboarding on a half pipe	A girl is skateboarding on a half pipe	NEUTRAL	3.835	A_neutral_B	B_neutral_A	a man skateboards on a half pipe	a man skateboards on a half pipe	SEMEVAL	SEMEVAL	TRAIN
5880	A skateboarder is doing acrobatics on a half pipe	A skateboarder is doing tricks on a half pipe	ENTAILMENT	4.6	A_entails_B	B_neutral_A	a skateboarder does tricks on a half-pipe	a skateboarder does tricks on a half-pipe	SEMEVAL	SEMEVAL	TEST
5881	A skateboarder is falling off a half pipe	A skateboarder is doing tricks on a half pipe	NEUTRAL	3.2	A_neutral_B	B_neutral_A	a skateboarder does tricks on a half-pipe	a skateboarder does tricks on a half-pipe	SEMEVAL	SEMEVAL	TEST
5882	A skateboarder is doing acrobatics on a half pipe	A man is skateboarding on a half pipe	ENTAILMENT	3.9	A_entails_B	B_neutral_A	a man skateboards on a half pipe	a skateboarder does tricks on a half-pipe	SEMEVAL	SEMEVAL	TRAIN
5883	A man is skateboarding on a half pipe	A skateboarder is falling off a half pipe	NEUTRAL	3.6	A_neutral_B	B_neutral_A	a man skateboards on a half pipe	a skateboarder does tricks on a half-pipe	SEMEVAL	SEMEVAL	TRAIN
5884	A skateboarder is doing tricks on a half pipe	A boy is skateboarding on a half pipe	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a skateboarder does tricks on a half-pipe	a man skateboards on a half pipe	SEMEVAL	SEMEVAL	TEST
5885	A girl is skateboarding on a half pipe	A skateboarder is doing tricks on a half pipe	NEUTRAL	4	A_neutral_B	B_neutral_A	a skateboarder does tricks on a half-pipe	a man skateboards on a half pipe	SEMEVAL	SEMEVAL	TRAIN
5886	A skateboarder is doing tricks on a half pipe	A man is skateboarding on a half pipe	ENTAILMENT	4.4	A_entails_B	B_neutral_A	a man skateboards on a half pipe	a skateboarder does tricks on a half-pipe	SEMEVAL	SEMEVAL	TRAIN
5887	A big dog is running on the ground	A dog is running on the ground	ENTAILMENT	4.2	A_entails_B	B_neutral_A	a dog is running on the ground	a dog is running on the ground	SEMEVAL	SEMEVAL	TRAIN
5888	A dog is sitting on the ground	A dog is running on the ground	NEUTRAL	4	A_neutral_B	B_contradicts_A	a dog is running on the ground	a dog is running on the ground	SEMEVAL	SEMEVAL	TEST
5889	The girl is tapping her fingernails	A girl is tapping her fingernails	ENTAILMENT	4.9	A_entails_B	B_entails_A	a girl is tapping her finger nails	a girl is tapping her finger nails	SEMEVAL	SEMEVAL	TEST
5890	A girl is tapping her fingernails	A boy is tapping his fingernails	NEUTRAL	3.685	A_neutral_B	B_neutral_A	a girl is tapping her finger nails	a girl is tapping her finger nails	SEMEVAL	SEMEVAL	TRAIN
5891	A dog is running on the ground	The girl is tapping her fingernails	NEUTRAL	1	A_neutral_B	B_neutral_A	a dog is running on the ground	a girl is tapping her finger nails	SEMEVAL	SEMEVAL	TEST
5892	A boy is tapping his fingernails	A dog is running on the ground	NEUTRAL	1.2	A_neutral_B	B_neutral_A	a dog is running on the ground	a girl is tapping her finger nails	SEMEVAL	SEMEVAL	TEST
5893	A girl is tapping her fingernails	A big dog is running on the ground	NEUTRAL	1	A_neutral_B	B_neutral_A	a girl is tapping her finger nails	a dog is running on the ground	SEMEVAL	SEMEVAL	TEST
5894	A dog is sitting on the ground	A girl is tapping her fingernails	NEUTRAL	1	A_neutral_B	B_neutral_A	a girl is tapping her finger nails	a dog is running on the ground	SEMEVAL	SEMEVAL	TRAIN
5895	A dog is running on the ground	A girl is tapping her fingernails	NEUTRAL	1	A_neutral_B	B_neutral_A	a dog is running on the ground	a girl is tapping her finger nails	SEMEVAL	SEMEVAL	TRAIN
5896	A man and a woman are driving down the road in a car	A man and a woman are driving down the road in an open-air vehicle	NEUTRAL	4.3	A_neutral_B	B_neutral_A	a man and woman are driving down the road in an open air vehicle	a man and woman are driving down the road in an open air vehicle	SEMEVAL	SEMEVAL	TEST
5897	A man and a woman are driving down the road in an open-air vehicle	Two men are driving down the road in an open-air vehicle	NEUTRAL	3.775	A_neutral_B	B_neutral_A	a man and woman are driving down the road in an open air vehicle	a man and woman are driving down the road in an open air vehicle	SEMEVAL	SEMEVAL	TEST
5898	A man and a woman are driving down the street in a jeep	Two persons are driving down the street in a jeep	ENTAILMENT	4.5	A_entails_B	B_neutral_A	a man and woman are driving down the street in a jeep	a man and woman are driving down the street in a jeep	SEMEVAL	SEMEVAL	TRAIN
5899	A man and a woman are driving down the street in a jeep	A man and a woman are not driving down the street in a jeep	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	a man and woman are driving down the street in a jeep	a man and woman are driving down the street in a jeep	SEMEVAL	SEMEVAL	TRAIN
5900	A man and a woman are driving down the road in an open-air vehicle	Two persons are driving down the street in a jeep	NEUTRAL	4.1	A_neutral_B	B_neutral_A	a man and woman are driving down the road in an open air vehicle	a man and woman are driving down the street in a jeep	SEMEVAL	SEMEVAL	TRAIN
5901	A man and a woman are not driving down the street in a jeep	A man and a woman are driving down the road in an open-air vehicle	NEUTRAL	4.4	A_contradicts_B	B_neutral_A	a man and woman are driving down the road in an open air vehicle	a man and woman are driving down the street in a jeep	SEMEVAL	SEMEVAL	TRAIN
5902	A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in a car	ENTAILMENT	4.3	A_entails_B	B_neutral_A	a man and woman are driving down the street in a jeep	a man and woman are driving down the road in an open air vehicle	SEMEVAL	SEMEVAL	TRAIN
5903	Two men are driving down the road in an open-air vehicle	A man and a woman are driving down the street in a jeep	NEUTRAL	3.5	A_neutral_B	B_neutral_A	a man and woman are driving down the street in a jeep	a man and woman are driving down the road in an open air vehicle	SEMEVAL	SEMEVAL	TEST
5904	A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in an open-air vehicle	NEUTRAL	4	A_neutral_B	B_neutral_A	a man and woman are driving down the road in an open air vehicle	a man and woman are driving down the street in a jeep	SEMEVAL	SEMEVAL	TRIAL
5905	Ingredients are being poured into a bowl by a woman	A woman is pouring ingredients into a bowl	ENTAILMENT	4.815	A_entails_B	B_entails_A	a woman is pouring ingredients in a bowl	a woman is pouring ingredients in a bowl	SEMEVAL	SEMEVAL	TRAIN
5906	There is no woman pouring ingredients into a bowl	A woman is pouring ingredients into a bowl	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	a woman is pouring ingredients in a bowl	a woman is pouring ingredients in a bowl	SEMEVAL	SEMEVAL	TRAIN
